"","Project.Name","Year","Property.Type","Planning.Region","Postal.District","Security","Carpark","Entertainment","Chill.Out","Food.Dining","Family.Friendly","Fitness","Function.Room","Month","Time.Quarter","Floor.No","Age","Tenure_Bin","Latitude","Longitude","No.of.Residents.Million","Age.65.and.above.of.total.residents","Resident.in.Condominiums.and.Other.Apartments.of.total.residents","Condominiums.and.Private.Flats.Households.of.Total.Households","Monthly.Household.Income.8000.and.above.of.Total.Households","Tenants.of.total.households","Uni.Qualification.of.total","CBD.km","childcare.centre.km","community.club.km","elderly.care.centre.km","exercise.facility.km","URA.growth.area.km","hawker.centre.and.market.km","hospital.polyclinic.km","kindergarten.km","library.km","MRT.station.km","park.km","private.school.km","primary.school.km","top.primary.school.km","secondary.school.km","junior.college.km","higher.education.school.km","shopping.mall.km","supermarket.hypermarket.km","bus.stop.km","bus.interchange.km","TransactionPricePerUnit","Area.Sqm.Unit"
"2983","THE SOVEREIGN",2013,"Condominium","Central Region","Katong ",1,1,1,0,0,1,1,0,6,2,2,20,2,1.2967098,103.8934266,0.04873,0.167453314,0.348861071,0.303135889,0.409859337,0.209252807,0.351955146,4.881489432,0.253333748,1.05745343,1.306430146,0.691430273,2.369023629,1.229972002,1.692833406,0.459299012,2.003074453,0.497767609,0.223355511,1.088583121,1.221606506,1.221606506,0.988413283,3.118714185,4.587964212,1.315015157,1.315015157,0.109686581,2.677707313,4800000,245
"2984","THE SOVEREIGN",2015,"Condominium","Central Region","Katong ",1,1,1,0,0,1,1,0,7,11,12,22,2,1.2967098,103.8934266,0.04873,0.167453314,0.348861071,0.303135889,0.409859337,0.209252807,0.351955146,4.881489432,0.253333748,1.05745343,1.306430146,0.691430273,2.369023629,1.229972002,1.692833406,0.459299012,2.003074453,0.497767609,0.223355511,1.088583121,1.221606506,1.221606506,0.988413283,3.118714185,4.587964212,1.315015157,1.315015157,0.109686581,2.677707313,5525000,307
"2985","HILLSTA",2013,"Condominium","West Region","Hillview ",0,0,0,1,0,1,1,0,3.54716981132075,1.54716981132075,11.7075471698113,0,1,1.3762499,103.7574596,0.13927,0.099231708,0.176419904,0.191398727,0.34883194,0.08497043,0.265774038,14.63998576,0.094373036,0.823741381,0.558714243,1.919662308,5.072825292,4.246011586,1.01084401,0.530982798,0.869079783,0.565461035,0.046828479,2.004802655,0.611273559,5.434051636,0.509152974,1.008100727,5.297348161,0.509152974,0.444366495,0.192604381,2.148778245,738501.528301887,59.7264150943396
"2986","HILLSTA",2014,"Condominium","West Region","Hillview ",0,0,0,1,0,1,1,0,4.57142857142857,6,13.6428571428571,0,1,1.3762499,103.7574596,0.13927,0.099231708,0.176419904,0.191398727,0.34883194,0.08497043,0.265774038,14.63998576,0.094373036,0.823741381,0.558714243,1.919662308,5.072825292,4.246011586,1.01084401,0.530982798,0.869079783,0.565461035,0.046828479,2.004802655,0.611273559,5.434051636,0.509152974,1.008100727,5.297348161,0.509152974,0.444366495,0.192604381,2.148778245,694827.571428571,51.6428571428571
"2987","WATERCOLOURS",2013,"Executive Condominium","East Region","Tampines ",0,0,0,1,0,1,1,0,5.44242424242424,2.14545454545455,30.2848484848485,0,1,1.37627875757576,103.9598224,0.13989,0.080062907,0.167417256,0.142385667,0.403749619,0.067393294,0.227484924,15.8246545735152,0.174159248315152,0.856673927006061,1.05236624693333,0.913957470993939,7.15035809310909,3.47077232766061,0.885313471963636,0.303583111539394,1.23521135819394,1.23242747171515,0.892971873278788,2.10176405359394,0.488598458466667,0.531812413012121,0.433790991127273,2.11826628273333,4.01142061451515,1.1966686771697,0.634287347727273,0.134063303206061,1.16038585541212,759912.133333333,97.9575757575758
"2988","WATERCOLOURS",2014,"Executive Condominium","East Region","Tampines ",0,0,0,1,0,1,1,0,1.5,5,25,0,1,1.37611875,103.9596375,0.13989,0.080062907,0.167417256,0.142385667,0.403749619,0.067393294,0.227484924,15.79747397,0.1686540135,0.83722321625,1.027513052,0.88985821975,7.13992779925,3.496805252,0.8667293045,0.30477455575,1.20963468075,1.20746523225,0.878526813,2.08548608475,0.46305798075,0.52836934275,0.413675998,2.0965825455,3.99519168475,1.17107761425,0.6262392565,0.1133079185,1.135921003,699000,88.5
"2989","WATERCOLOURS",2015,"Executive Condominium","East Region","Tampines ",0,0,0,1,0,1,1,0,10.5,12,2,0,1,1.3764925,103.959798,0.13989,0.080062907,0.167417256,0.142385667,0.403749619,0.067393294,0.227484924,15.837915215,0.1971825165,0.879865052,1.0723347075,0.9165495825,7.137350858,3.463438498,0.908732762,0.2847381185,1.2409100565,1.2367493255,0.8837436815,2.0941315945,0.5073117795,0.553630158,0.4565578045,2.140760316,4.0352536735,1.202393588,0.620099634,0.1279641595,1.1637008805,739025,92.5
"2990","ROYALVILLE",2014,"Condominium","Central Region","Ardmore ",1,0,0,1,0,1,1,0,3,5,23,26,2,1.331388,103.794371,0.07447,0.139653552,0.45548543,0.486300707,0.652580114,0.171846258,0.55939871,8.250987698,0.357202596,2.225327807,0.276749031,0.214607441,5.799486307,2.096177317,3.661166163,0.354900688,3.804788662,0.322227021,0.930515432,1.359021724,1.325212426,1.921819578,0.877442016,1.132592776,1.883864977,1.936579709,0.164758428,0.07125936,3.837452298,1465000,94
"2991","ROYALVILLE",2015,"Condominium","Central Region","Ardmore ",1,0,0,1,0,1,1,0,7.66666666666667,10.6666666666667,8.33333333333333,27.3333333333333,2,1.331251,103.794194666667,0.07447,0.139653552,0.45548543,0.486300707,0.652580114,0.171846258,0.55939871,8.25650508733333,0.37355496,2.20573527233333,0.269030692666667,0.232953813666667,5.78044652,2.096173616,3.643520995,0.334417665666667,3.780301563,0.340013172333333,0.921917738,1.36767435133333,1.30811714433333,1.91516483333333,0.896027101,1.15037705066667,1.86595559866667,1.92580766633333,0.178689660666667,0.0956892093333333,3.81297946133333,2177406.66666667,160
"2992","THE WINDSOR",2013,"Condominium","Central Region","Bishan ",1,0,0,1,0,1,1,0,4,1.8,20.8,25.4,2,1.3569936,103.8280034,0.0907,0.134399118,0.156670342,0.130021488,0.441526751,0.08158211,0.322616067,8.5156897264,0.3436280324,1.1088727016,1.4029704804,0.4099360608,8.4259884446,1.1399138442,2.0255032228,0.2031484004,2.4508916494,0.5708447476,0.3484905776,1.1089234152,1.8559156766,1.8559156766,0.9779618156,2.0499079928,3.3360311914,0.41993859,0.41993859,0.1023467084,2.5248224612,1632000,155.2
"2993","THE WINDSOR",2014,"Condominium","Central Region","Bishan ",1,0,0,1,0,1,1,0,5.5,6.5,6.5,26.5,2,1.3570295,103.8279495,0.0907,0.134399118,0.156670342,0.130021488,0.441526751,0.08158211,0.322616067,8.521286067,0.3575911965,1.115652075,1.4090790235,0.415904358,8.433126776,1.1466902485,2.031862488,0.1945445835,2.4576849245,0.5772080205,0.3401506925,1.115702807,1.8576534465,1.8576534465,0.977944658,2.056883731,3.3373864595,0.4259604955,0.4259604955,0.1059666425,2.531545795,2090000,182
"2994","THE WINDSOR",2015,"Condominium","Central Region","Bishan ",1,0,0,1,0,1,1,0,8.33333333333333,11,8.33333333333333,27.3333333333333,2,1.35673733333333,103.827830333333,0.0907,0.134399118,0.156670342,0.130021488,0.441526751,0.08158211,0.322616067,8.49451011533333,0.348716292333333,1.10902856566667,1.41994149066667,0.408106698,8.428024482,1.143603005,2.011627047,0.192537365,2.46021483966667,0.575306061333333,0.344346000333333,1.10907894366667,1.889186187,1.889186187,1.011818154,2.05021503833333,3.369732102,0.419325550666667,0.419325550666667,0.130231575666667,2.535466705,1911666.66666667,188
"2995","ECHELON",2013,"Condominium","Central Region","Queenstown ",1,0,0,1,0,1,1,0,1.76507276507277,1.19334719334719,25.1060291060291,0,1,1.29064817006237,103.816461693555,0.15584,0.183842402,0.058393224,0.047890413,0.23209952,0.235353336,0.211350104,3.9650287602079,0.297773310122661,0.2495674254158,0.603706047817048,0.385531856952183,4.5482984979605,0.380005842717256,0.719933975160083,0.407082469740125,0.736504168245322,0.106589964022869,0.906552681642412,0.259479848794179,0.558237118322245,1.90977162651351,0.377749668869023,3.75425603745322,4.03684800321829,1.26973201044906,0.418527000577963,0.124891555024948,0.947377790580042,1646922.18918919,88.1538461538462
"2996","ECHELON",2015,"Condominium","Central Region","Queenstown ",1,0,0,1,0,1,1,0,6,10,66,0,1,1.2906385,103.8164648,0.15584,0.183842402,0.058393224,0.047890413,0.23209952,0.235353336,0.211350104,3.964487615,0.298290196,0.249463354,0.602719964,0.384807916,4.547594556,0.378919069,0.718836384,0.4059752,0.735483897,0.105462796,0.90583371,0.260334293,0.557278024,1.908657236,0.378592268,3.754973276,4.036690525,1.269874707,0.417714311,0.125104105,0.946276864,2010000,122
"2997","LAGUNA 88",2013,"Condominium","East Region","Bedok ",0,1,0,1,0,1,1,0,2.4,1.4,20.8,13,1,1.3221243,103.9585123,0.28975,0.145504745,0.168041415,0.15267912,0.321022976,0.121535999,0.245962481,12.64557376,0.582183457,1.689827691,1.965742544,2.284149272,7.303870165,0.391249191,2.300360961,0.538986024,3.114048712,0.214658909,0.148471121,2.262520035,1.537522373,1.537522373,0.88992633,2.578671843,2.054655142,1.406427353,0.31467122,0.362321034,1.701017418,1407000,134.8
"2998","LAGUNA 88",2014,"Condominium","East Region","Bedok ",0,1,0,1,0,1,1,0,8,7,1,14,1,1.3221243,103.9585123,0.28975,0.145504745,0.168041415,0.15267912,0.321022976,0.121535999,0.245962481,12.64557376,0.582183457,1.689827691,1.965742544,2.284149272,7.303870165,0.391249191,2.300360961,0.538986024,3.114048712,0.214658909,0.148471121,2.262520035,1.537522373,1.537522373,0.88992633,2.578671843,2.054655142,1.406427353,0.31467122,0.362321034,1.701017418,1250000,128
"2999","LAGUNA 88",2015,"Condominium","East Region","Bedok ",0,1,0,1,0,1,1,0,3,9.5,12,15,1,1.3221243,103.9585123,0.28975,0.145504745,0.168041415,0.15267912,0.321022976,0.121535999,0.245962481,12.64557376,0.582183457,1.689827691,1.965742544,2.284149272,7.303870165,0.391249191,2.300360961,0.538986024,3.114048712,0.214658909,0.148471121,2.262520035,1.537522373,1.537522373,0.88992633,2.578671843,2.054655142,1.406427353,0.31467122,0.362321034,1.701017418,1025000,114
"3000","ALLSWORTH PARK",2013,"Condominium","Central Region","Ardmore ",1,1,0,1,0,1,1,0,5.25,2.25,23.75,28,2,1.319251,103.780612725,0.07447,0.139653552,0.45548543,0.486300707,0.652580114,0.171846258,0.55939871,8.8042295015,0.165476087,1.25011586075,1.086987317,1.73604065275,4.534965509,1.22191979225,1.82145505675,0.590279044,1.87400006725,0.90635522675,0.39892569575,0.5484647185,0.4743627925,0.4743627925,0.95430862325,1.85675939275,1.09200522875,1.629466721,0.6173505065,0.0969232115,1.908879247,2687500,160.5
"3001","SPANISH VILLAGE",2013,"Condominium","Central Region","Ardmore ",1,1,0,1,0,1,1,0,6.5,2.5,13.375,26,2,1.3144446,103.805798825,0.019,0.125263158,0.737894737,0.802612742,0.677344309,0.294917681,0.651198826,6.105910892875,0.407195952625,1.58700570575,1.16474988925,0.99716054575,6.9054862645,0.2071667625,1.767799375625,0.4044989665,1.74620564075,0.367952454625,0.520059270125,1.597423428,0.76742678325,0.76742678325,0.748775103625,1.132465482,2.9678066895,2.108601291125,1.13548250325,0.1203244175,3.804396078375,1736250,113.625
"3002","ALLSWORTH PARK",2014,"Condominium","Central Region","Ardmore ",1,1,0,1,0,1,1,0,6.5,6.5,30.5,29,2,1.318986,103.780589,0.07447,0.139653552,0.45548543,0.486300707,0.652580114,0.171846258,0.55939871,8.79342342,0.16972561,1.232785548,1.06661751,1.718810981,4.542287691,1.20604601,1.80682902,0.560769523,1.863742893,0.877162702,0.370286483,0.548940662,0.458846789,0.458846789,0.932294433,1.829101997,1.067358372,1.605845133,0.609625441,0.089779745,1.89870039,2206500,139
"3003","SPANISH VILLAGE",2014,"Condominium","Central Region","Ardmore ",1,1,0,1,0,1,1,0,5.75,6,17.5,27,2,1.31408345,103.8058749,0.019,0.125263158,0.737894737,0.802612742,0.677344309,0.294917681,0.651198826,6.076379892,0.433653095,1.580100541,1.152209593,0.9895700475,6.873885665,0.241920818,1.75192323,0.442508013,1.705829878,0.398613377,0.558171747,1.5569746115,0.8019532195,0.8019532195,0.7771162325,1.1717163395,2.968466105,2.1003216205,1.1793443485,0.1475451975,3.763435641,1800000,118.5
"3004","ALLSWORTH PARK",2015,"Condominium","Central Region","Ardmore ",1,1,0,1,0,1,1,0,5,10,37.5,30,2,1.319516,103.78063645,0.07447,0.139653552,0.45548543,0.486300707,0.652580114,0.171846258,0.55939871,8.815035583,0.161226564,1.2674461735,1.107357124,1.7532703245,4.527643327,1.2377935745,1.8360810935,0.619788565,1.8842572415,0.9355477515,0.4275649085,0.547988775,0.489878796,0.489878796,0.9763228135,1.8844167885,1.1166520855,1.653088309,0.625075572,0.104066678,1.919058104,2025000,139
"3005","FONTANA HEIGHTS",2015,"Condominium","Central Region","Ardmore ",1,1,0,1,0,1,1,0,12,12,4,30,2,1.315453,103.7768545,0.07447,0.139653552,0.45548543,0.486300707,0.652580114,0.171846258,0.55939871,9.008754378,0.380171026,1.037728991,0.961093319,1.422640857,4.318126661,0.68723901,1.286706069,0.386683788,1.39724347,0.500129036,0.405577587,0.522470489,0.825051274,0.825051274,0.362507621,1.295526798,0.736829884,1.405371935,0.617154708,0.142971301,1.432363508,5100000,322
"3006","SPANISH VILLAGE",2015,"Condominium","Central Region","Ardmore ",1,1,0,1,0,1,1,0,4.5,9.75,17.5,28,2,1.31476325,103.806071,0.019,0.125263158,0.737894737,0.802612742,0.677344309,0.294917681,0.651198826,6.10014784,0.3600336295,1.62780477425,1.208197346,1.03811743025,6.90327218375,0.17299243025,1.76764954,0.37017845075,1.7818395595,0.32160606075,0.48241999875,1.6143996975,0.723515954,0.723515954,0.70212145675,1.09645856275,3.003963438,2.1502359,1.1029812435,0.093276693,3.8273573155,2152000,150.75
"3007","NADIA MANSIONS",2013,"Apartment","Central Region","Balestier ",1,1,0,1,0,1,1,0,4,2,7,28,2,1.328068,103.84836,0.04799,0.152948531,0.367784955,0.351351351,0.393371474,0.183270862,0.347380541,4.908725945,0.245329495,0.788961959,0.684116272,0.334212291,5.091516634,0.816906544,0.638125024,0.561719014,0.681457994,0.616427294,0.282098897,0.315091551,0.502153746,1.257842455,0.553154295,1.474905764,3.488735102,0.93227661,0.095696961,0.231438392,0.426330061,2488000,212
"3008","NADIA MANSIONS",2014,"Apartment","Central Region","Balestier ",1,1,0,1,0,1,1,0,10,8,34,29,2,1.328068,103.84836,0.04799,0.152948531,0.367784955,0.351351351,0.393371474,0.183270862,0.347380541,4.908725945,0.245329495,0.788961959,0.684116272,0.334212291,5.091516634,0.816906544,0.638125024,0.561719014,0.681457994,0.616427294,0.282098897,0.315091551,0.502153746,1.257842455,0.553154295,1.474905764,3.488735102,0.93227661,0.095696961,0.231438392,0.426330061,2080000,212
"3009","BEDOK COURT",2013,"Condominium","East Region","Bedok ",1,1,0,1,0,1,1,0,4.75,2,23.75,28,1,1.322209075,103.9450005,0.28975,0.145504745,0.168041415,0.15267912,0.321022976,0.121535999,0.245962481,11.2436608425,0.1241918485,0.201052246,0.53919601825,0.848458095,5.80465875275,0.4893131115,1.555276336,0.2214949905,1.648881288,0.5900866105,0.2540921875,1.5746370365,0.53032138925,0.53032138925,0.27369452825,1.11239156675,2.786060452,0.7090412365,0.44460744775,0.122470653,1.5321572525,1844500,214
"3010","BEDOK COURT",2014,"Condominium","East Region","Bedok ",1,1,0,1,0,1,1,0,10.5,8,17.5,29,1,1.3214725,103.944356,0.28975,0.145504745,0.168041415,0.15267912,0.321022976,0.121535999,0.245962481,11.14643753,0.096499067,0.114864711,0.534209244,0.828652138,5.72701068,0.47005553,1.510221439,0.212363873,1.607977123,0.687804821,0.35863315,1.519803975,0.458173964,0.458173964,0.318766574,1.018670817,2.894381067,0.686457408,0.432838841,0.126549345,1.634254103,1734000,211.5
"3011","BEDOK COURT",2015,"Condominium","East Region","Bedok ",1,1,0,1,0,1,1,0,7.33333333333333,10.8333333333333,20,30,1,1.32226315,103.944576083333,0.28975,0.145504745,0.168041415,0.15267912,0.321022976,0.121535999,0.245962481,11.20222386,0.163840388,0.160105401833333,0.495261741166667,0.802925320166667,5.758019314,0.442540060833333,1.5076691885,0.248876605333333,1.60160700083333,0.599242048666667,0.280747394,1.52667385083333,0.540665063333333,0.540665063333333,0.244440564833333,1.06999413283333,2.814934638,0.662742938,0.398699096166667,0.0860934008333333,1.54480537333333,1380166.66666667,182.5
"3012","CASHEW PARK CONDOMINIUM",2013,"Condominium","West Region","Hillview ",1,1,0,1,0,1,1,0,7.11111111111111,2.66666666666667,15.7777777777778,23.3333333333333,2,1.37075975555556,103.767742555556,0.13903,0.087966626,0.112277926,0.114284928,0.30763092,0.050386637,0.193342997,13.4012056388889,0.185186308444444,0.705611921222222,0.781753801666667,2.17215908633333,5.04501737755556,3.59323411266667,2.29173727333333,0.331582284666667,1.08633238066667,0.376647761222222,0.155745205333333,1.02999816511111,0.297432435222222,6.08007614111111,0.122394087555556,2.17360842055556,4.33386772444444,0.901294596555556,0.983673995333333,0.103030288666667,3.02611683333333,1180333.33333333,111.666666666667
"3013","DAIRY FARM ESTATE",2013,"Condominium","West Region","Hillview ",1,1,0,1,0,1,1,0,11,4,67,24,2,1.364753,103.770096,0.13903,0.087966626,0.112277926,0.114284928,0.30763092,0.050386637,0.193342997,12.74298688,0.368458406,1.298883607,1.385885513,2.046135781,4.677985947,2.883029844,2.845916694,0.397110691,1.801829899,0.346640833,0.349345333,0.441686568,0.326916893,5.537253658,0.44256293,2.84430946,3.62396664,0.652516876,0.596520226,0.173589016,2.772311597,2030000,181
"3014","DAIRY FARM ESTATE",2014,"Condominium","West Region","Hillview ",1,1,0,1,0,1,1,0,9,7,34,25,2,1.3650973,103.7707074,0.13903,0.087966626,0.112277926,0.114284928,0.30763092,0.050386637,0.193342997,12.7217397,0.351803359,1.25977352,1.347197685,2.123519988,4.751713873,2.905663021,2.923943716,0.41779338,1.791927014,0.424579242,0.350560721,0.512961244,0.371170735,5.555227108,0.396687919,2.85871223,3.646429354,0.727950533,0.664700042,0.237226763,2.849912701,2130000,198
"3015","CASHEW PARK CONDOMINIUM",2015,"Condominium","West Region","Hillview ",1,1,0,1,0,1,1,0,10,12,1,32,2,1.3700714,103.7683697,0.13903,0.087966626,0.112277926,0.114284928,0.30763092,0.050386637,0.193342997,13.29772288,0.253619159,0.748546001,0.829469648,2.176709269,5.021897986,3.501751354,2.391940369,0.253619159,1.182374374,0.419422614,0.155657541,0.955079652,0.333280257,6.108841948,0.187057469,2.276554091,4.242603957,0.865280398,1.015669329,0.192226829,3.016336768,1288000,137
"3016","DAIRY FARM ESTATE",2015,"Condominium","West Region","Hillview ",1,1,0,1,0,1,1,0,6.66666666666667,10.6666666666667,12,26,2,1.36460143333333,103.770425466667,0.13903,0.087966626,0.112277926,0.114284928,0.30763092,0.050386637,0.193342997,12.7051901366667,0.394790463333333,1.315066539,1.40230498566667,2.074725691,4.689946598,2.85863930066667,2.86988949733333,0.392485679333333,1.831122847,0.373220065,0.368729290333333,0.452135007,0.370224932333333,5.51095801466667,0.454712363666667,2.88088275533333,3.599516406,0.686562280666667,0.602548580333333,0.216926575666667,2.79301952033333,1712000,156
"3017","LAKEPOINT CONDOMINIUM",2013,"Condominium","West Region","Jurong ",1,1,0,1,0,1,1,0,5.66666666666667,2.22222222222222,30.1111111111111,0,1,1.34092544444444,103.717250222222,0.27266,0.084757574,0.0450011,0.046245662,0.248748127,0.087086818,0.177970059,16.2193715666667,0.347745876444444,0.766357206,0.290571183555556,1.18056559533333,2.91939909566667,0.698321569888889,1.78368349766667,0.370510966666667,1.42008649355556,0.533554210333333,0.133821779888889,1.22700959655556,0.319585439,0.616176159111111,0.434998677666667,1.19647097777778,3.90992126911111,1.290978996,0.781215679111111,0.130159485777778,1.28651515722222,1214222.22222222,174.777777777778
"3018","LAKEPOINT CONDOMINIUM",2014,"Condominium","West Region","Jurong ",1,1,0,1,0,1,1,0,5.57142857142857,6.28571428571429,26.5714285714286,0,1,1.34065785714286,103.716928285714,0.27266,0.084757574,0.0450011,0.046245662,0.248748127,0.087086818,0.177970059,16.2407148428571,0.344084397714286,0.780144420571429,0.295695915714286,1.15783102085714,2.94442475528571,0.690954041285714,1.829939587,0.393613007142857,1.38326197342857,0.579954970142857,0.114939248142857,1.27206129785714,0.292729539,0.65408066,0.476053252428571,1.20934227742857,3.88022753257143,1.25165214257143,0.778531742857143,0.0919582617142857,1.24822693557143,1092539.42857143,157.142857142857
"3019","LAKEPOINT CONDOMINIUM",2015,"Condominium","West Region","Jurong ",1,1,0,1,0,1,1,0,7.2,11,21,0,1,1.341234,103.7176422,0.27266,0.084757574,0.0450011,0.046245662,0.248748127,0.087086818,0.177970059,16.19266754,0.352423222,0.7474062658,0.285387361,1.2052286472,2.888504405,0.7094690456,1.728414223,0.3411330694,1.4650212312,0.4783645486,0.1549933034,1.172996546,0.3517206514,0.5722073692,0.3857650272,1.1830592406,3.9465289286,1.338752039,0.7867230644,0.174624266,1.333120337,1108600,183.4
"3020","AMBER PARK",2013,"Condominium","Central Region","Katong ",1,1,0,1,0,1,1,0,1,1,3,27,2,1.301036,103.899702,0.04873,0.167453314,0.348861071,0.303135889,0.409859337,0.209252807,0.351955146,5.694948055,0.249822836,0.868721928,1.392167301,0.454521993,2.030192296,0.751456599,0.889006699,0.338095561,1.171071526,0.349692907,0.281633618,0.338076797,0.484293764,1.702105118,0.820035039,2.310043959,5.306591475,0.469169806,0.469169806,0.16431559,2.042536423,2440000,162
"3021","AMBER PARK",2015,"Condominium","Central Region","Katong ",1,1,0,1,0,1,1,0,4,10,15.5,29,2,1.3006495,103.8996315,0.04873,0.167453314,0.348861071,0.303135889,0.409859337,0.209252807,0.351955146,5.673516128,0.2921416215,0.9087240975,1.4092312775,0.4116568885,2.067455526,0.7691893225,0.9051350805,0.380667722,1.194359483,0.3218364945,0.265525759,0.380647778,0.5278864555,1.72517331,0.858899801,2.3288360235,5.2953662015,0.504335509,0.504335509,0.1993061205,2.0860433165,2170000,162
"3022","AZALEA PARK CONDOMINIUM",2013,"Condominium","East Region","Loyang ",1,1,0,1,0,1,1,0,4.6,1.8,40.4,17,2,1.3602036,103.9628568,0.13989,0.080062907,0.167417256,0.142385667,0.403749619,0.067393294,0.227484924,15.010506498,0.2209194872,1.0159148426,0.7104705648,2.001672511,8.3778803148,2.5939919666,0.9730971052,0.5441146436,2.0121420318,1.0557084412,0.4210557988,2.0058266522,0.549391669,1.3436826152,0.5316507076,0.831015899,2.2179442242,1.9933096636,0.7460729348,0.2083666694,2.0866517002,1301777.6,136
"3023","AZALEA PARK CONDOMINIUM",2014,"Condominium","East Region","Loyang ",1,1,0,1,0,1,1,0,7,6.6,35.4,18,2,1.3603784,103.962971,0.13989,0.080062907,0.167417256,0.142385667,0.403749619,0.067393294,0.227484924,15.03195898,0.1994549952,1.0031860716,0.7298236116,1.994101165,8.3765126786,2.6161482618,0.9599488836,0.5629145556,2.008520935,1.0755330966,0.4015951812,2.025558255,0.5348476232,1.324768598,0.555275755,0.8500028394,2.2376464656,1.9893025094,0.760385145,0.1843772144,2.0816342378,1079200,117
"3024","AZALEA PARK CONDOMINIUM",2015,"Condominium","East Region","Loyang ",1,1,0,1,0,1,1,0,6.16666666666667,10.3333333333333,39.3333333333333,19,2,1.36045266666667,103.96290365,0.13989,0.080062907,0.167417256,0.142385667,0.403749619,0.067393294,0.227484924,15.0304147416667,0.194237472833333,0.993516817666667,0.738413253666667,1.983585317,8.36574253433333,2.61539588583333,0.950368584333333,0.561021365333333,1.9980872885,1.072288887,0.405106628166667,2.03370441883333,0.5261561775,1.31650281733333,0.5585608665,0.846211622166667,2.24580175366667,1.97885395433333,0.735147942,0.183074260333333,2.07111383633333,1109666.66666667,134
"3025","CASA CAIRNHILL",2013,"Apartment","Central Region","Orchard ",1,1,0,1,0,1,1,0,1,1,7,22,2,1.307903,103.839566,0.00692,0.134393064,0.88583815,0.915402299,0.553563218,0.383908046,0.650268128,2.97033925,0.279098947,0.283787983,1.013970841,0.362717382,3.908380159,0.475515581,0.562772887,0.702021353,0.833199346,0.550594821,0.642464518,0.362717382,0.264583543,3.683846702,1.252551021,1.910263788,1.865128345,0.608693604,0.787648966,0.469694722,2.799592272,3e+06,146
"3026","RIVERSHIRE",2014,"Apartment","Central Region","Orchard ",1,1,0,1,0,1,1,0,6,6.5,35,23,2,1.296622,103.83257,0.00919,0.124047878,0.904243743,0.883551674,0.623726346,0.333333333,0.603169252,2.529620404,0.219857011,0.797314679,0.752714664,0.32562436,3.351625317,0.499045037,0.988833884,0.386792025,0.90241764,0.242974482,0.496577435,0.658973282,0.512371607,2.551509344,1.229856801,3.126636784,2.185027719,0.338407041,0.297552457,0.048413519,2.340295135,2280000,135.5
"3027","CASA CAIRNHILL",2015,"Apartment","Central Region","Orchard ",1,1,0,1,0,1,1,0,12,12,67,24,2,1.307903,103.839566,0.00692,0.134393064,0.88583815,0.915402299,0.553563218,0.383908046,0.650268128,2.97033925,0.279098947,0.283787983,1.013970841,0.362717382,3.908380159,0.475515581,0.562772887,0.702021353,0.833199346,0.550594821,0.642464518,0.362717382,0.264583543,3.683846702,1.252551021,1.910263788,1.865128345,0.608693604,0.787648966,0.469694722,2.799592272,2780000,152
"3028","PEPYS HILL CONDOMINIUM",2013,"Condominium","Central Region","Pasir Panjang ",1,1,0,1,0,1,1,0,10,4,23,25,2,1.2774979,103.7937437,0.09805,0.181030087,0.113615502,0.098181289,0.267219555,0.166157428,0.270374102,6.462302423,0.122677995,1.59543442,1.821977673,0.663170114,6.782385489,0.314666651,0.948340143,0.88268946,2.541430607,0.303806495,0.272585028,0.883621982,1.643147186,3.38980144,2.368472668,3.002338955,2.81279848,0.938103782,0.938103782,0.174416523,2.668958649,1940000,159
"3029","PEPYS HILL CONDOMINIUM",2015,"Condominium","Central Region","Pasir Panjang ",1,1,0,1,0,1,1,0,6,10,23,27,2,1.2774979,103.7937437,0.09805,0.181030087,0.113615502,0.098181289,0.267219555,0.166157428,0.270374102,6.462302423,0.122677995,1.59543442,1.821977673,0.663170114,6.782385489,0.314666651,0.948340143,0.88268946,2.541430607,0.303806495,0.272585028,0.883621982,1.643147186,3.38980144,2.368472668,3.002338955,2.81279848,0.938103782,0.938103782,0.174416523,2.668958649,2025000,165
"3030","FABER CREST",2013,"Condominium","West Region","Pasir Panjang ",1,1,0,1,0,1,1,0,7.77777777777778,3,23,12,1,1.32331755555556,103.757452444444,0.09163,0.161846557,0.153115792,0.131430242,0.313555469,0.123116394,0.278682171,11.3374575533333,0.208349726222222,1.113924022,0.963207779111111,1.36325356055556,2.00861530233333,1.283325379,1.48830844433333,1.03619244711111,1.19294236922222,1.23940385366667,0.134175918444444,1.09248233577778,0.611665285777778,3.05420118833333,1.010752042,2.26364515366667,2.20234327611111,1.19839412877778,1.11974370966667,0.220035986555556,1.174008751,1417555.55555556,134
"3031","FABER CREST",2014,"Condominium","West Region","Pasir Panjang ",1,1,0,1,0,1,1,0,8.375,7.125,20.25,13,1,1.323524875,103.757079875,0.09163,0.161846557,0.153115792,0.131430242,0.313555469,0.123116394,0.278682171,11.38461862,0.238153025375,1.089518525,0.9551279625,1.31681871525,1.961389657625,1.313670259875,1.484345442875,1.03475835975,1.237429060375,1.284892194,0.1653974705,1.135570902125,0.658009940125,3.100173284875,1.051610987625,2.306616254875,2.23592894675,1.242689144125,1.1623184945,0.2165396225,1.2180953535,1488625,150.125
