"","Project.Name","Year","Property.Type","Planning.Region","Postal.District","Security","Carpark","Entertainment","Chill.Out","Food.Dining","Family.Friendly","Fitness","Function.Room","Month","Time.Quarter","Floor.No","Age","Tenure_Bin","Latitude","Longitude","No.of.Residents.Million","Age.65.and.above.of.total.residents","Resident.in.Condominiums.and.Other.Apartments.of.total.residents","Condominiums.and.Private.Flats.Households.of.Total.Households","Monthly.Household.Income.8000.and.above.of.Total.Households","Tenants.of.total.households","Uni.Qualification.of.total","CBD.km","childcare.centre.km","community.club.km","elderly.care.centre.km","exercise.facility.km","URA.growth.area.km","hawker.centre.and.market.km","hospital.polyclinic.km","kindergarten.km","library.km","MRT.station.km","park.km","private.school.km","primary.school.km","top.primary.school.km","secondary.school.km","junior.college.km","higher.education.school.km","shopping.mall.km","supermarket.hypermarket.km","bus.stop.km","bus.interchange.km","TransactionPricePerUnit","Area.Sqm.Unit"
"1","76 SHENTON",2013,"Apartment","Central Region","Anson ",0,0,0,0,0,0,0,0,4.66666666666667,2,38,0,1,1.273445,103.845595,0.00372,0.196236559,0.282258065,0.379286214,0.294611617,0.243526942,0.325386598,1.333880939,0.226501965,0.538982397,0.400737046,0.428881702,1.052054704,0.443539393,1.051788159,0.606896384,1.312923427,0.374648003,0.323164541,0.120532309,0.667802169,2.398393316,1.730855142,5.789225181,2.699862807,1.096143457,0.164405037,0.099118102,3.036056084,1219333.33333333,57
"2","ALTEZ",2013,"Apartment","Central Region","Anson ",0,0,0,0,0,0,0,0,4,1.69230769230769,25.7692307692308,0,1,1.2743414,103.8444187,0.00372,0.196236559,0.282258065,0.379286214,0.294611617,0.243526942,0.325386598,1.321196367,0.164370473,0.374932696,0.2363874,0.26494827,1.15745209,0.2881719,0.88763356,0.442592601,1.212867568,0.353852592,0.270351191,0.052049479,0.511817823,2.261380186,1.576971648,5.667427331,2.644256433,0.948594511,0,0.065979911,2.935276369,1762487.69230769,70.3846153846154
"3","CRAIG PLACE",2013,"Apartment","Central Region","Anson ",0,0,0,0,0,0,0,0,10,4,67,13,1,1.278053,103.842299,0.02208,0.199728261,0.082427536,0.108012994,0.135625338,0.489983757,0.146635796,1.209878195,0.03265632,0.223835996,0.278566946,0.138112177,1.39373972,0.186492705,0.468047498,0.203451045,0.852091157,0.316571946,0.354372074,0.153069851,0.371925315,2.047122507,1.102579607,5.223330922,2.359748177,0.478083693,0.184833562,0.118712557,2.82200304,950000,53
"4","DORSETT RESIDENCES",2013,"Apartment","Central Region","Anson ",0,0,0,0,0,0,0,0,4,2,23,0,1,1.2797902,103.8398655,0.02208,0.199728261,0.082427536,0.108012994,0.135625338,0.489983757,0.146635796,1.369212401,0.324242924,0.352941036,0.423410046,0.113538721,1.697727848,0.458471913,0.168580197,0.379701414,0.829266132,0.196915158,0.227474878,0.115353894,0.462911703,1.823577771,0.806645483,4.999454785,2.339137091,0.282492644,0.474213421,0.062406574,2.527932349,1857500,69
"5","EON SHENTON",2013,"Apartment","Central Region","Anson ",0,0,0,0,0,0,0,0,3.5,1.5,18.5,0,1,1.2739069,103.846216,0.00372,0.196236559,0.282258065,0.379286214,0.294611617,0.243526942,0.325386598,1.255882762,0.305500843,0.5732826,0.434247393,0.439062319,0.97181653,0.453253388,1.074868691,0.638661721,1.267613026,0.30946489,0.275234893,0.086470664,0.717425795,2.463657184,1.727874647,5.752807412,2.632255584,1.071403608,0.205752284,0.081632797,3.115537848,1625421,74
"6","INTERNATIONAL PLAZA",2013,"Apartment","Central Region","Anson ",0,0,0,0,0,0,0,0,8.5,3.16666666666667,39.3333333333333,37,1,1.275848,103.845971,0.00372,0.196236559,0.282258065,0.379286214,0.294611617,0.243526942,0.325386598,1.084916447,0.380189439,0.489535105,0.366992851,0.26212696,0.968533358,0.323488408,0.940711012,0.542728573,1.050560708,0.114397411,0.059240533,0.032301562,0.665006306,2.432845374,1.541160767,5.536484031,2.432154481,0.859070027,0.240386015,0.046551143,3.149862445,1257166.66666667,102.166666666667
"7","LUMIERE",2013,"Apartment","Central Region","Anson ",0,0,0,0,0,0,0,0,3.66666666666667,1.66666666666667,13.6666666666667,3,1,1.274333,103.846003,0.00372,0.196236559,0.282258065,0.379286214,0.294611617,0.243526942,0.325386598,1.225767611,0.300881555,0.532256708,0.394039773,0.403769216,0.984289316,0.404646374,1.028342202,0.596242197,1.218122369,0.267485341,0.22511743,0.036120624,0.683175059,2.4375784,1.675716893,5.701676078,2.592754658,1.026013539,0.176322604,0.102532539,3.104716949,1087633.33333333,47
"8","SKYSUITES@ANSON",2013,"Apartment","Central Region","Anson ",0,0,0,0,0,0,0,0,6.27272727272727,2.45454545454545,38.7272727272727,0,1,1.2743889,103.844776,0.00372,0.196236559,0.282258065,0.379286214,0.294611617,0.243526942,0.325386598,1.293707506,0.193459924,0.406373326,0.267197368,0.297097956,1.117369116,0.305081581,0.914850506,0.472979972,1.206336689,0.323842797,0.245334594,0.084421789,0.548799772,2.300883292,1.593448963,5.669301224,2.626495626,0.961050886,0.040112373,0.04254687,2.974935693,1429036.36363636,56.0909090909091
"9","SPOTTISWOODE PARK",2013,"Apartment","Central Region","Anson ",0,0,0,0,0,0,0,0,6.83333333333333,2.66666666666667,35.3333333333333,0,1,1.27434123333333,103.835469683333,0.15584,0.183842402,0.058393224,0.047890413,0.23209952,0.235353336,0.211350104,2.07325710766667,0.114104380333333,0.711802539666667,0.816699867333333,0.694321930833333,2.14671126283333,0.8944411015,0.663750025333333,0.682988693666667,1.60629383,0.868035575,0.997880035333333,0.843179664166667,0.526372744833333,1.2694602655,1.35931048733333,5.5814740985,3.1161988755,1.05344194616667,0.81147531,0.184009974,1.99888155166667,927500,98.5
"10","SPOTTISWOODE SUITES",2013,"Apartment","Central Region","Anson ",0,0,0,0,0,0,0,0,1.9047619047619,1.16190476190476,14.0666666666667,0,2,1.2757222,103.8371723,0.15584,0.183842402,0.058393224,0.047890413,0.23209952,0.235353336,0.211350104,1.832031114,0.259527239,0.493451604,0.613736322,0.480290044,1.947806391,0.674442933,0.445604758,0.454435098,1.366682776,0.652578922,0.763129347,0.598989844,0.314904832,1.453665405,1.196571413,5.430695483,2.880558478,0.821511047,0.592399238,0.208852868,2.235002352,1295986.19047619,53.7714285714286
"11","THE BEACON",2013,"Apartment","Central Region","Anson ",0,0,0,0,0,0,0,0,2.33333333333333,1,8.33333333333333,5,1,1.275754,103.84059,0.15584,0.183842402,0.058393224,0.047890413,0.23209952,0.235353336,0.211350104,1.511764281,0.119740191,0.119740191,0.234018517,0.170843309,1.567462535,0.302258022,0.488810256,0.11506402,1.160673583,0.632936526,0.582776285,0.37980359,0.067324325,1.833932786,1.254954583,5.453056188,2.674567415,0.707270537,0.219155307,0.058190756,2.584041953,1740000,110.333333333333
"12","WALLICH RESIDENCE AT TANJONG PAGAR CENTRE",2013,"Apartment","Central Region","Anson ",0,0,0,0,0,0,0,0,12,4,42.25,0,1,1.2769658,103.8462976,0.00372,0.196236559,0.282258065,0.379286214,0.294611617,0.243526942,0.325386598,0.962753792,0.252318851,0.532026571,0.430767166,0.153214479,0.936719758,0.252318652,0.927971628,0.573509217,0.932562984,0.046193041,0.088383209,0.15166338,0.716600893,2.475652528,1.47322857,5.423176673,2.302922547,0.732203676,0.35847539,0.127747456,3.22500924,2461987.91666667,75.1666666666667
"13","76 SHENTON",2014,"Apartment","Central Region","Anson ",0,0,0,0,0,0,0,0,8.75,7,23.75,0,1,1.273445,103.845595,0.00372,0.196236559,0.282258065,0.379286214,0.294611617,0.243526942,0.325386598,1.333880939,0.226501965,0.538982397,0.400737046,0.428881702,1.052054704,0.443539393,1.051788159,0.606896384,1.312923427,0.374648003,0.323164541,0.120532309,0.667802169,2.398393316,1.730855142,5.789225181,2.699862807,1.096143457,0.164405037,0.099118102,3.036056084,1368600,64.75
"14","ALTEZ",2014,"Apartment","Central Region","Anson ",0,0,0,0,0,0,0,0,8,7,18.625,0,1,1.2743414,103.8444187,0.00372,0.196236559,0.282258065,0.379286214,0.294611617,0.243526942,0.325386598,1.321196367,0.164370473,0.374932696,0.2363874,0.26494827,1.15745209,0.2881719,0.88763356,0.442592601,1.212867568,0.353852592,0.270351191,0.052049479,0.511817823,2.261380186,1.576971648,5.667427331,2.644256433,0.948594511,0,0.065979911,2.935276369,1520893.5,64.875
"15","CRAIG PLACE",2014,"Apartment","Central Region","Anson ",0,0,0,0,0,0,0,0,4,5.66666666666667,41.6666666666667,14,1,1.278053,103.842299,0.02208,0.199728261,0.082427536,0.108012994,0.135625338,0.489983757,0.146635796,1.209878195,0.03265632,0.223835996,0.278566946,0.138112177,1.39373972,0.186492705,0.468047498,0.203451045,0.852091157,0.316571946,0.354372074,0.153069851,0.371925315,2.047122507,1.102579607,5.223330922,2.359748177,0.478083693,0.184833562,0.118712557,2.82200304,1226000,75.6666666666667
"16","EON SHENTON",2014,"Apartment","Central Region","Anson ",0,0,0,0,0,0,0,0,12,8,21.5,0,1,1.2739069,103.846216,0.00372,0.196236559,0.282258065,0.379286214,0.294611617,0.243526942,0.325386598,1.255882762,0.305500843,0.5732826,0.434247393,0.439062319,0.97181653,0.453253388,1.074868691,0.638661721,1.267613026,0.30946489,0.275234893,0.086470664,0.717425795,2.463657184,1.727874647,5.752807412,2.632255584,1.071403608,0.205752284,0.081632797,3.115537848,1476000,64
"17","INTERNATIONAL PLAZA",2014,"Apartment","Central Region","Anson ",0,0,0,0,0,0,0,0,8,7,42.5,38,1,1.275848,103.845971,0.00372,0.196236559,0.282258065,0.379286214,0.294611617,0.243526942,0.325386598,1.084916447,0.380189439,0.489535105,0.366992851,0.26212696,0.968533358,0.323488408,0.940711012,0.542728573,1.050560708,0.114397411,0.059240533,0.032301562,0.665006306,2.432845374,1.541160767,5.536484031,2.432154481,0.859070027,0.240386015,0.046551143,3.149862445,1755000,139
"18","LUMIERE",2014,"Apartment","Central Region","Anson ",0,0,0,0,0,0,0,0,5.5,6,6,4,1,1.274333,103.846003,0.00372,0.196236559,0.282258065,0.379286214,0.294611617,0.243526942,0.325386598,1.225767611,0.300881555,0.532256708,0.394039773,0.403769216,0.984289316,0.404646374,1.028342202,0.596242197,1.218122369,0.267485341,0.22511743,0.036120624,0.683175059,2.4375784,1.675716893,5.701676078,2.592754658,1.026013539,0.176322604,0.102532539,3.104716949,1096130,61.5
"19","SKYSUITES@ANSON",2014,"Apartment","Central Region","Anson ",0,0,0,0,0,0,0,0,6.18181818181818,6.45454545454545,38.8181818181818,0,1,1.2743889,103.844776,0.00372,0.196236559,0.282258065,0.379286214,0.294611617,0.243526942,0.325386598,1.293707506,0.193459924,0.406373326,0.267197368,0.297097956,1.117369116,0.305081581,0.914850506,0.472979972,1.206336689,0.323842797,0.245334594,0.084421789,0.548799772,2.300883292,1.593448963,5.669301224,2.626495626,0.961050886,0.040112373,0.04254687,2.974935693,1554027.27272727,61.1818181818182
"20","SPOTTISWOODE PARK",2014,"Apartment","Central Region","Anson ",0,0,0,0,0,0,0,0,4.25,5.5,16.75,0,1,1.2742325,103.834865875,0.15584,0.183842402,0.058393224,0.047890413,0.23209952,0.235353336,0.211350104,2.1371291865,0.1329388525,0.779469368,0.8847393145,0.70436982725,2.21463339575,0.96215195675,0.7078867055,0.749763125,1.6597656725,0.909795156,1.043395793,0.90341136325,0.59410381775,1.20338080475,1.36627225,5.59389970475,3.16620731875,1.10230045925,0.879184564,0.1823194395,1.932586018,917850,109.25
"21","SPOTTISWOODE SUITES",2014,"Apartment","Central Region","Anson ",0,0,0,0,0,0,0,0,4.8,5.8,19.8,0,2,1.2757222,103.8371723,0.15584,0.183842402,0.058393224,0.047890413,0.23209952,0.235353336,0.211350104,1.832031114,0.259527239,0.493451604,0.613736322,0.480290044,1.947806391,0.674442933,0.445604758,0.454435098,1.366682776,0.652578922,0.763129347,0.598989844,0.314904832,1.453665405,1.196571413,5.430695483,2.880558478,0.821511047,0.592399238,0.208852868,2.235002352,1629447.4,73.6666666666667
"22","THE BEACON",2014,"Apartment","Central Region","Anson ",0,0,0,0,0,0,0,0,5.5,6.5,43,6,1,1.275754,103.84059,0.15584,0.183842402,0.058393224,0.047890413,0.23209952,0.235353336,0.211350104,1.511764281,0.119740191,0.119740191,0.234018517,0.170843309,1.567462535,0.302258022,0.488810256,0.11506402,1.160673583,0.632936526,0.582776285,0.37980359,0.067324325,1.833932786,1.254954583,5.453056188,2.674567415,0.707270537,0.219155307,0.058190756,2.584041953,1345000,91.5
"23","WALLICH RESIDENCE AT TANJONG PAGAR CENTRE",2014,"Apartment","Central Region","Anson ",0,0,0,0,0,0,0,0,4.5,6,46.5,0,1,1.2769658,103.8462976,0.00372,0.196236559,0.282258065,0.379286214,0.294611617,0.243526942,0.325386598,0.962753792,0.252318851,0.532026571,0.430767166,0.153214479,0.936719758,0.252318652,0.927971628,0.573509217,0.932562984,0.046193041,0.088383209,0.15166338,0.716600893,2.475652528,1.47322857,5.423176673,2.302922547,0.732203676,0.35847539,0.127747456,3.22500924,2087500,60
"24","76 SHENTON",2015,"Apartment","Central Region","Anson ",0,0,0,0,0,0,0,0,4,9.66666666666667,32.3333333333333,1,1,1.273445,103.845595,0.00372,0.196236559,0.282258065,0.379286214,0.294611617,0.243526942,0.325386598,1.333880939,0.226501965,0.538982397,0.400737046,0.428881702,1.052054704,0.443539393,1.051788159,0.606896384,1.312923427,0.374648003,0.323164541,0.120532309,0.667802169,2.398393316,1.730855142,5.789225181,2.699862807,1.096143457,0.164405037,0.099118102,3.036056084,1339333.33333333,68
"25","ALTEZ",2015,"Apartment","Central Region","Anson ",0,0,0,0,0,0,0,0,5.77777777777778,10.4444444444444,22.6666666666667,1,1,1.2743414,103.8444187,0.00372,0.196236559,0.282258065,0.379286214,0.294611617,0.243526942,0.325386598,1.321196367,0.164370473,0.374932696,0.2363874,0.26494827,1.15745209,0.2881719,0.88763356,0.442592601,1.212867568,0.353852592,0.270351191,0.052049479,0.511817823,2.261380186,1.576971648,5.667427331,2.644256433,0.948594511,0,0.065979911,2.935276369,1659895.55555556,73.3333333333333
"26","DORSETT RESIDENCES",2015,"Apartment","Central Region","Anson ",0,0,0,0,0,0,0,0,4,10,50,2,1,1.2797902,103.8398655,0.02208,0.199728261,0.082427536,0.108012994,0.135625338,0.489983757,0.146635796,1.369212401,0.324242924,0.352941036,0.423410046,0.113538721,1.697727848,0.458471913,0.168580197,0.379701414,0.829266132,0.196915158,0.227474878,0.115353894,0.462911703,1.823577771,0.806645483,4.999454785,2.339137091,0.282492644,0.474213421,0.062406574,2.527932349,1161500,54.5
"27","INTERNATIONAL PLAZA",2015,"Apartment","Central Region","Anson ",0,0,0,0,0,0,0,0,9,11.5,35.5,39,1,1.275848,103.845971,0.00372,0.196236559,0.282258065,0.379286214,0.294611617,0.243526942,0.325386598,1.084916447,0.380189439,0.489535105,0.366992851,0.26212696,0.968533358,0.323488408,0.940711012,0.542728573,1.050560708,0.114397411,0.059240533,0.032301562,0.665006306,2.432845374,1.541160767,5.536484031,2.432154481,0.859070027,0.240386015,0.046551143,3.149862445,1405000,122.5
"28","LUMIERE",2015,"Apartment","Central Region","Anson ",0,0,0,0,0,0,0,0,5,10,11,5,1,1.274333,103.846003,0.00372,0.196236559,0.282258065,0.379286214,0.294611617,0.243526942,0.325386598,1.225767611,0.300881555,0.532256708,0.394039773,0.403769216,0.984289316,0.404646374,1.028342202,0.596242197,1.218122369,0.267485341,0.22511743,0.036120624,0.683175059,2.4375784,1.675716893,5.701676078,2.592754658,1.026013539,0.176322604,0.102532539,3.104716949,1180000,63
"29","SKYSUITES@ANSON",2015,"Apartment","Central Region","Anson ",0,0,0,0,0,0,0,0,6.16666666666667,10.5,37,0.5,1,1.2743889,103.844776,0.00372,0.196236559,0.282258065,0.379286214,0.294611617,0.243526942,0.325386598,1.293707506,0.193459924,0.406373326,0.267197368,0.297097956,1.117369116,0.305081581,0.914850506,0.472979972,1.206336689,0.323842797,0.245334594,0.084421789,0.548799772,2.300883292,1.593448963,5.669301224,2.626495626,0.961050886,0.040112373,0.04254687,2.974935693,1449400,59.3333333333333
"30","SPOTTISWOODE PARK",2015,"Apartment","Central Region","Anson ",0,0,0,0,0,0,0,0,8,11,46,0,1,1.274526325,103.835312225,0.15584,0.183842402,0.058393224,0.047890413,0.23209952,0.235353336,0.211350104,2.07809228375,0.12925544825,0.7244280575,0.83212455325,0.690605676,2.16289217225,0.90676433575,0.653786169,0.693218843,1.60234575875,0.85707799725,0.990729639,0.84460079025,0.54010370925,1.25136875975,1.338674822,5.56085487225,3.11018108875,1.04648537925,0.8239821675,0.16115088975,1.9917415265,800250,98.5
"31","SPOTTISWOODE SUITES",2015,"Apartment","Central Region","Anson ",0,0,0,0,0,0,0,0,8,11,14,0,2,1.2757222,103.8371723,0.15584,0.183842402,0.058393224,0.047890413,0.23209952,0.235353336,0.211350104,1.832031114,0.259527239,0.493451604,0.613736322,0.480290044,1.947806391,0.674442933,0.445604758,0.454435098,1.366682776,0.652578922,0.763129347,0.598989844,0.314904832,1.453665405,1.196571413,5.430695483,2.880558478,0.821511047,0.592399238,0.208852868,2.235002352,1051000,41
"32","THE BEACON",2015,"Apartment","Central Region","Anson ",0,0,0,0,0,0,0,0,5.66666666666667,10.1666666666667,21,7,1,1.275754,103.84059,0.15584,0.183842402,0.058393224,0.047890413,0.23209952,0.235353336,0.211350104,1.511764281,0.119740191,0.119740191,0.234018517,0.170843309,1.567462535,0.302258022,0.488810256,0.11506402,1.160673583,0.632936526,0.582776285,0.37980359,0.067324325,1.833932786,1.254954583,5.453056188,2.674567415,0.707270537,0.219155307,0.058190756,2.584041953,1599166.66666667,112.333333333333
"33","WALLICH RESIDENCE AT TANJONG PAGAR CENTRE",2015,"Apartment","Central Region","Anson ",0,0,0,0,0,0,0,0,3,9,47,0,1,1.2769658,103.8462976,0.00372,0.196236559,0.282258065,0.379286214,0.294611617,0.243526942,0.325386598,0.962753792,0.252318851,0.532026571,0.430767166,0.153214479,0.936719758,0.252318652,0.927971628,0.573509217,0.932562984,0.046193041,0.088383209,0.15166338,0.716600893,2.475652528,1.47322857,5.423176673,2.302922547,0.732203676,0.35847539,0.127747456,3.22500924,5263580,151
"34","BALMORAL POINT",2013,"Apartment","Central Region","Ardmore ",0,0,0,0,0,0,0,0,4,2,4,39,2,1.316502,103.8331259,0.019,0.125263158,0.737894737,0.802612742,0.677344309,0.294917681,0.651198826,4.149413355,0.334271866,0.9363699,1.829990966,0.991193414,5.083435479,0.847770177,1.291124889,0.333862745,1.933197974,0.623956249,0.513904383,0.491409763,0.330727408,2.823233862,0.406507566,0.942888984,3.042387565,1.040372258,0.317680729,0.179517703,2.339463508,4900000,312
"35","BLISSFUL VIEW",2013,"Apartment","Central Region","Ardmore ",0,0,0,0,0,0,0,0,10,4,67,16,2,1.309147,103.802528,0.07447,0.139653552,0.45548543,0.486300707,0.652580114,0.171846258,0.55939871,6.121640065,0.384259648,1.110780635,0.644770144,0.591825751,6.864193431,0.339693513,1.186832237,0.488274005,1.204607385,0.744515007,0.828462505,1.336148721,1.073213163,1.450453835,0.82876145,1.759817901,2.55042084,1.588582233,0.811821752,0.06277087,3.415487561,2040800,141
"36","BOTANIC GARDENS MANSION",2013,"Apartment","Central Region","Ardmore ",0,0,0,0,0,0,0,0,2,1,63,0,2,1.3082617,103.8199623,0.019,0.125263158,0.737894737,0.802612742,0.677344309,0.294917681,0.651198826,4.423716659,0.808080787,1.845907141,2.1413085,0.658981203,5.258562779,1.823932417,0.133503997,0.444877456,1.925010643,0.233712484,0.5160018,0.391520761,1.697355723,1.925757256,1.073805799,2.398488424,3.804450727,0.572422352,0.833218854,0.162385739,2.912645403,2450000,130
"37","BOTANIC GARDENS VIEW",2013,"Apartment","Central Region","Ardmore ",0,0,0,0,0,0,0,0,2.33333333333333,1,23,0,2,1.30836996666667,103.8197305,0.019,0.125263158,0.737894737,0.802612742,0.677344309,0.294917681,0.651198826,4.45150045866667,0.814214339,1.84602673066667,2.163841558,0.687373583333333,5.28568223833333,1.79556799633333,0.148835015,0.472369191,1.910260683,0.232749175333333,0.488295531666667,0.414056727,1.70107480433333,1.899437332,1.09381472466667,2.37261729233333,3.83277900933333,0.600012839333333,0.861640044666667,0.165288187666667,2.922115752,2550000,131
"38","BOTANIKA",2013,"Apartment","Central Region","Ardmore ",0,0,0,0,0,0,0,0,2,1,34,5,2,1.309859,103.808127,0.019,0.125263158,0.737894737,0.802612742,0.677344309,0.294917681,0.651198826,5.614718727,0.827814946,1.409949289,1.269873942,0.55789796,6.392107835,0.760919076,1.35400445,0.112659413,1.270220969,0.831278617,0.713518829,1.025240565,1.229734672,1.229734672,1.137499874,1.658964163,3.173744061,1.837351619,1.423962808,0.094699829,3.238557287,4200000,242
"39","CASA JERVOIS",2013,"Apartment","Central Region","Ardmore ",0,0,0,0,0,0,0,0,4.8,2,14.2,0,2,1.2948747,103.8190332,0.019,0.125263158,0.737894737,0.802612742,0.677344309,0.294917681,0.651198826,3.806951049,0.386608469,0.766455088,0.895269405,0.602185811,4.479802032,0.790552938,1.207982438,0.630173162,1.258129191,0.624589269,0.97830249,0.295285661,0.638745405,2.250345943,0.182004557,3.611757698,3.697960837,1.23927713,0.902360463,0.350413364,1.425508774,1908000,121.8
"40","CHARLESTON",2013,"Apartment","Central Region","Ardmore ",0,0,0,0,0,0,0,0,7,3,55,12,2,1.2951026,103.8278038,0.019,0.125263158,0.737894737,0.802612742,0.677344309,0.294917681,0.651198826,2.909253127,0.044863518,0.682550991,0.459001496,0.250442668,3.658527697,0.485491999,1.390602803,0.220578378,1.45374551,0.644864998,0.655462033,0.915882472,0.636041988,2.241111023,0.772819828,3.389120572,2.722295666,0.491145193,0.248207323,0.081749871,1.854535158,1680000,112
"41","CLIFTEN",2013,"Apartment","Central Region","Ardmore ",0,0,0,0,0,0,0,0,4.75,2,29.5,7,2,1.3177821,103.829123,0.019,0.125263158,0.737894737,0.802612742,0.677344309,0.294917681,0.651198826,4.503337555,0.276879605,0.669981357,2.018383243,1.164514225,5.428575256,1.302563376,1.566349676,0.617083019,2.262875929,0.395851512,0.584359928,0.953010258,0.404277928,2.360617259,0.404277928,1.044925245,3.461975191,1.17171776,0.294251848,0.152358269,2.576912451,2022500,124.25
"42","CORONATION SHOPPING PLAZA",2013,"Apartment","Central Region","Ardmore ",0,0,0,0,0,0,0,0,5,2,34,34,2,1.323784,103.810236,0.07447,0.139653552,0.45548543,0.486300707,0.652580114,0.171846258,0.55939871,6.371105984,0.229039672,1.852490321,1.80104409,0.466005103,7.241697689,0.429513734,2.148641492,0.086682943,2.830658574,0.472146357,0.433817584,2.423217152,0.391663013,0.391663013,0.425226241,0.491895832,3.762469937,2.585527468,0,0.025990275,4.249093197,1263000,103
"43","CUSCADEN ROYALE",2013,"Apartment","Central Region","Ardmore ",0,0,0,0,0,0,0,0,8,3,5,3,2,1.303727,103.829038,0.00919,0.124047878,0.904243743,0.883551674,0.623726346,0.333333333,0.603169252,3.323641346,0.280203838,1.323584548,1.405577473,0.223752461,4.187174999,1.285549037,0.719779113,0.243917663,1.248479581,0.261330644,1.375776661,0.330553467,1.356488928,3.00895381,0.886825133,2.431343567,2.688171258,0.222024023,0.307939149,0.091555803,2.728768292,2150000,93
"44","D' DALVEY",2013,"Apartment","Central Region","Ardmore ",0,0,0,0,0,0,0,0,3,1.5,17.5,8,2,1.3209092,103.821647,0.019,0.125263158,0.737894737,0.802612742,0.677344309,0.294917681,0.651198826,5.275800526,0.30339662,0.643582447,2.535112491,0.844142965,6.182391197,0.915077378,1.548009259,0.842106318,3.039788235,0.456099283,0.334228328,1.702114128,0.70994335,1.502421115,0.70994335,1.602250878,4.322329786,1.699027732,0.644041222,0.201454163,3.12842719,2384444,152
"45","EWE BOON REGENT",2013,"Apartment","Central Region","Ardmore ",0,0,0,0,0,0,0,0,7,3,34,14,2,1.316645,103.8303953,0.019,0.125263158,0.737894737,0.802612742,0.677344309,0.294917681,0.651198826,4.320260292,0.349582927,0.844078635,2.007511742,1.016218382,5.247229073,1.118799206,1.39681835,0.535573442,2.082026056,0.585150319,0.586182776,0.774194328,0.575695088,2.52151715,0.568846481,1.056992239,3.272336504,1.064206951,0.483456525,0.295604132,2.547232125,1500000,97
"46","FERRELL RESIDENCES",2013,"Apartment","Central Region","Ardmore ",0,0,0,0,0,0,0,0,3.5,1.5,9.5,1,2,1.317812,103.832508,0.019,0.125263158,0.737894737,0.802612742,0.677344309,0.294917681,0.651198826,4.309799699,0.174436701,0.880350066,1.755674548,1.13032277,5.244033761,0.989933835,1.307207877,0.267834107,2.093796115,0.730514228,0.375904949,0.630906783,0.311576414,2.733303595,0.38161036,0.830350346,3.19490401,1.191914789,0.36964417,0.030831032,2.285981937,3846230,171
"47","GOODWOOD GARDENS",2013,"Apartment","Central Region","Ardmore ",0,0,0,0,0,0,0,0,3,1,3,9,2,1.314672,103.834088,0.00692,0.134393064,0.88583815,0.915402299,0.553563218,0.383908046,0.650268128,3.919977114,0.253886066,0.718019774,1.783587164,0.813388922,4.853903908,0.653568545,1.073284062,0.452412811,1.704808187,0.446634901,0.724097981,0.319772341,0.458626297,2.969632643,0.524601195,1.118329888,2.82299054,0.834783305,0.365029971,0.275548004,2.423237162,1930000,100
"48","HOLLAND COURT",2013,"Apartment","Central Region","Ardmore ",0,0,0,0,0,0,0,0,12,4,23,0,2,1.3130734,103.7982057,0.07447,0.139653552,0.45548543,0.486300707,0.652580114,0.171846258,0.55939871,6.750655128,0.333928416,0.763498237,0.458586604,0.242435738,6.609049567,0.431760755,1.655308086,0.232982302,1.789197863,0.315179614,0.331613879,1.630529379,1.409385816,1.409385816,1.246328265,1.543108965,2.108635847,1.288087531,0.433914228,0.305887504,3.81393183,3e+06,181
"49","HOLLAND HILL LODGE",2013,"Apartment","Central Region","Ardmore ",0,0,0,0,0,0,0,0,10,4,23,16,2,1.3099455,103.8029603,0.07447,0.139653552,0.45548543,0.486300707,0.652580114,0.171846258,0.55939871,6.120158628,0.413628241,1.161972536,0.697599122,0.614456311,6.871576107,0.437152483,1.280510436,0.583597277,1.278402672,0.770627066,0.84883356,1.395031621,1.17165418,1.349787161,0.927980567,1.663242936,2.599022655,1.652249845,0.849224028,0.073667843,3.47110307,2200000,203
"50","HOLLAND SUITES",2013,"Apartment","Central Region","Ardmore ",0,0,0,0,0,0,0,0,12,4,23,14,2,1.311934,103.799398,0.07447,0.139653552,0.45548543,0.486300707,0.652580114,0.171846258,0.55939871,6.573800626,0.187037663,0.821278475,0.423116728,0.23175038,6.776969485,0.515393763,1.50664505,0.378724579,1.61739215,0.373578175,0.429548891,1.635592676,1.344872036,1.395380784,1.102913898,1.584954918,2.219564165,1.344021168,0.481531848,0.206482048,3.857225256,1550000,97
"51","HOOT KIAM MANSION",2013,"Apartment","Central Region","Ardmore ",0,0,0,0,0,0,0,0,1,1,1,0,2,1.2965213,103.8301168,0.019,0.125263158,0.737894737,0.802612742,0.677344309,0.294917681,0.651198826,2.754957653,0.074163537,0.761515623,0.625989929,0.352640806,3.549675361,0.478725507,1.114962775,0.114208811,1.155377283,0.436407069,0.665966044,0.896899665,0.745920292,2.453226292,1.05751727,3.178260764,2.458174918,0.380917836,0.356891306,0.123519161,2.141534653,1300000,99
"52","JERVOIS GROVE",2013,"Apartment","Central Region","Ardmore ",0,0,0,0,0,0,0,0,10,3.5,28.5,27,2,1.2952397,103.8185031,0.019,0.125263158,0.737894737,0.802612742,0.677344309,0.294917681,0.651198826,3.875829091,0.434579587,0.760039751,0.946701434,0.530630164,4.550869267,0.827422231,1.238397468,0.559011327,1.280762266,0.641452411,1.045454203,0.298406012,0.710148683,2.304856414,0.180044924,3.551050738,3.754696471,1.230585284,0.884726619,0.302034674,1.458917336,1875000,131
